DATE,TAVG,TMIN,TMAX,PRCP,TAVG_anom,TMIN_anom,TMAX_anom,PRCP_anom
2023-12-01,2.11,-0.5,4.73,71.8,2.1759999999999997,2.4829999999999997,1.8820000000000006,19.989999999999995
2024-01-01,-1.31,-4.29,1.66,41.1,-1.2870000000000001,-1.186,-1.3950000000000002,-5.600000000000001
2024-02-01,2.97,-0.47,6.41,53.8,1.915,2.5730000000000004,1.2539999999999996,15.589999999999996
2024-03-01,5.85,-0.13,11.83,29.1,0.39399999999999924,-0.157,0.9440000000000008,-28.660000000000004
2024-04-01,9.23,2.85,15.62,13.7,0.16100000000000136,-0.09499999999999975,0.4280000000000008,-26.2
2024-05-01,13.41,6.72,20.1,41.0,-0.8650000000000002,-0.5140000000000002,-1.2139999999999986,4.93
2024-06-01,17.31,9.63,24.99,40.6,-0.33000000000000185,-1.0589999999999993,0.40199999999999747,-3.059999999999995
2024-07-01,24.53,15.41,33.64,0.0,2.3220000000000027,1.6519999999999992,2.982000000000003,-11.35
2024-08-01,22.61,14.29,30.93,2.8,0.6769999999999996,0.9529999999999994,0.3999999999999986,-7.54
2024-11-01,4.53,1.53,7.54,89.9,0.9470000000000005,1.867,0.040000000000000036,42.99
2024-12-01,2.72,0.29,5.15,97.3,2.786,3.2729999999999997,2.3020000000000005,45.489999999999995
2025-01-01,-0.37,-3.72,2.97,38.2,-0.34700000000000003,-0.6160000000000001,-0.08499999999999996,-8.5
2025-02-01,-0.18,-3.98,3.62,46.2,-1.235,-0.9369999999999998,-1.5360000000000005,7.990000000000002
2025-03-01,7.82,2.45,13.18,39.6,2.364,2.423,2.2940000000000005,-18.160000000000004
2025-04-01,10.61,3.29,17.93,20.7,1.5410000000000004,0.3450000000000002,2.7380000000000013,-19.2
2025-05-01,15.25,8.04,22.45,25.1,0.9749999999999996,0.8059999999999992,1.1359999999999992,-10.969999999999999
2025-06-01,20.65,12.91,28.38,5.1,3.009999999999998,2.221,3.791999999999998,-38.559999999999995
